t_s,ref,angulo,error,bias,d,epsilon,u,Timestamp_Python
35.516,15.0,11.14,3.86,20.0,0.1,3.0,20.1,1775748004.397
35.526,15.0,11.13,3.87,20.0,0.1,3.0,20.1,1775748004.4072
35.536,15.0,11.13,3.87,20.0,0.1,3.0,20.1,1775748004.4174
35.547,15.0,11.13,3.87,20.0,0.1,3.0,20.1,1775748004.4281
35.557,15.0,11.14,3.86,20.0,0.1,3.0,20.1,1775748004.4381
35.567,15.0,11.14,3.86,20.0,0.1,3.0,20.1,1775748004.4485
35.577,15.0,11.14,3.86,20.0,0.1,3.0,20.1,1775748004.4587
35.588,15.0,11.14,3.86,20.0,0.1,3.0,20.1,1775748004.4688
35.598,15.0,11.14,3.86,20.0,0.1,3.0,20.1,1775748004.479
35.608,15.0,11.15,3.85,20.0,0.1,3.0,20.1,1775748004.4895
35.618,15.0,11.15,3.85,20.0,0.1,3.0,20.1,1775748004.4994
35.629,15.0,11.16,3.84,20.0,0.1,3.0,20.1,1775748004.5099
35.639,15.0,11.17,3.83,20.0,0.1,3.0,20.1,1775748004.5199
35.649,15.0,11.17,3.83,20.0,0.1,3.0,20.1,1775748004.5303
35.659,15.0,11.17,3.83,20.0,0.1,3.0,20.1,1775748004.5405
35.67,15.0,11.17,3.83,20.0,0.1,3.0,20.1,1775748004.5511
35.68,15.0,11.17,3.83,20.0,0.1,3.0,20.1,1775748004.5614
35.691,15.0,11.16,3.84,20.0,0.1,3.0,20.1,1775748004.5718
35.701,15.0,11.16,3.84,20.0,0.1,3.0,20.1,1775748004.5824
35.711,15.0,11.16,3.84,20.0,0.1,3.0,20.1,1775748004.5926
35.722,15.0,11.16,3.84,20.0,0.1,3.0,20.1,1775748004.603
35.732,15.0,11.16,3.84,20.0,0.1,3.0,20.1,1775748004.6132
35.742,15.0,11.17,3.83,20.0,0.1,3.0,20.1,1775748004.6232
35.753,15.0,11.17,3.83,20.0,0.1,3.0,20.1,1775748004.6336
35.763,15.0,11.17,3.83,23.0,0.1,3.0,23.1,1775748004.6445
35.773,15.0,11.18,3.82,23.0,0.1,3.0,23.1,1775748004.6545
35.784,15.0,11.17,3.83,23.0,0.1,3.0,23.1,1775748004.665
35.794,15.0,11.18,3.82,23.0,0.1,3.0,23.1,1775748004.6752
35.805,15.0,11.18,3.82,23.0,0.1,3.0,23.1,1775748004.6856
35.815,15.0,11.19,3.81,23.0,0.1,3.0,23.1,1775748004.6961
35.825,15.0,11.19,3.81,23.0,0.1,3.0,23.1,1775748004.7064
35.836,15.0,11.2,3.8,23.0,0.1,3.0,23.1,1775748004.7167
35.846,15.0,11.2,3.8,23.0,0.1,3.0,23.1,1775748004.7267
35.856,15.0,11.2,3.8,23.0,0.1,3.0,23.1,1775748004.737
35.866,15.0,11.21,3.79,23.0,0.1,3.0,23.1,1775748004.7474
35.877,15.0,11.2,3.8,23.0,0.1,3.0,23.1,1775748004.7578
35.887,15.0,11.22,3.78,23.0,0.1,3.0,23.1,1775748004.7685
35.897,15.0,11.22,3.78,23.0,0.1,3.0,23.1,1775748004.7787
35.907,15.0,11.24,3.76,23.0,0.1,3.0,23.1,1775748004.7886
35.918,15.0,11.25,3.75,23.0,0.1,3.0,23.1,1775748004.799
35.928,15.0,11.27,3.73,23.0,0.1,3.0,23.1,1775748004.809
35.938,15.0,11.28,3.72,23.0,0.1,3.0,23.1,1775748004.8191
35.948,15.0,11.3,3.7,23.0,0.1,3.0,23.1,1775748004.8293
35.959,15.0,11.32,3.68,23.0,0.1,3.0,23.1,1775748004.8399
35.969,15.0,11.34,3.66,23.0,0.1,3.0,23.1,1775748004.8501
35.979,15.0,11.36,3.64,23.0,0.1,3.0,23.1,1775748004.8606
35.99,15.0,11.37,3.63,23.0,0.1,3.0,23.1,1775748004.8708
36.0,15.0,11.4,3.6,23.0,0.1,3.0,23.1,1775748004.8813
36.01,15.0,11.41,3.59,23.0,0.1,3.0,23.1,1775748004.8916
36.021,15.0,11.44,3.56,23.0,0.1,3.0,23.1,1775748004.9016
36.031,15.0,11.45,3.55,23.0,0.1,3.0,23.1,1775748004.912
36.041,15.0,11.48,3.52,23.0,0.1,3.0,23.1,1775748004.9223
36.052,15.0,11.53,3.47,23.0,0.1,3.0,23.1,1775748004.9327
36.062,15.0,11.57,3.43,23.0,0.1,3.0,23.1,1775748004.943
36.072,15.0,11.6,3.4,23.0,0.1,3.0,23.1,1775748004.9532
36.082,15.0,11.64,3.36,23.0,0.1,3.0,23.1,1775748004.9635
36.092,15.0,11.68,3.32,23.0,0.1,3.0,23.1,1775748004.9737
36.102,15.0,11.71,3.29,23.0,0.1,3.0,23.1,1775748004.9834
36.113,15.0,11.74,3.26,23.0,0.1,3.0,23.1,1775748004.994
36.124,15.0,11.77,3.23,23.0,0.1,3.0,23.1,1775748005.0047
36.134,15.0,11.8,3.2,23.0,0.1,3.0,23.1,1775748005.0152
36.144,15.0,11.83,3.17,23.0,0.1,3.0,23.1,1775748005.0257
36.155,15.0,11.87,3.13,23.0,0.1,3.0,23.1,1775748005.0359
36.165,15.0,11.9,3.1,23.0,0.1,3.0,23.1,1775748005.0467
36.176,15.0,11.95,3.05,23.0,0.1,3.0,23.1,1775748005.057
36.186,15.0,11.98,3.02,23.0,0.1,3.0,23.1,1775748005.0673
36.196,15.0,12.02,2.98,23.0,0.1,3.0,23.1,1775748005.0776
36.207,15.0,12.05,2.95,23.0,0.1,3.0,23.1,1775748005.0878
36.217,15.0,12.09,2.91,23.0,0.1,3.0,23.1,1775748005.0981
36.227,15.0,12.13,2.87,23.0,0.1,3.0,23.1,1775748005.1085
36.237,15.0,12.17,2.83,23.0,0.1,3.0,23.1,1775748005.1185
36.248,15.0,12.22,2.78,23.0,0.1,3.0,23.1,1775748005.1291
36.258,15.0,12.26,2.74,23.0,0.1,3.0,23.1,1775748005.1393
36.268,15.0,12.3,2.7,23.0,0.1,3.0,23.1,1775748005.1497
36.279,15.0,12.33,2.67,23.0,0.1,3.0,23.1,1775748005.1603
36.289,15.0,12.37,2.63,23.0,0.1,3.0,23.1,1775748005.1704
36.299,15.0,12.41,2.59,23.0,0.1,3.0,23.1,1775748005.1807
36.31,15.0,12.44,2.56,23.0,0.1,3.0,23.1,1775748005.1907
36.32,15.0,12.49,2.51,23.0,0.1,3.0,23.1,1775748005.2008
36.33,15.0,12.53,2.47,23.0,0.1,3.0,23.1,1775748005.2112
36.34,15.0,12.57,2.43,23.0,0.1,3.0,23.1,1775748005.2212
36.351,15.0,12.59,2.41,23.0,0.1,3.0,23.1,1775748005.2316
36.361,15.0,12.63,2.37,23.0,0.1,3.0,23.1,1775748005.2421
36.371,15.0,12.67,2.33,23.0,0.1,3.0,23.1,1775748005.2522
36.381,15.0,12.75,2.25,23.0,0.1,3.0,23.1,1775748005.2622
36.391,15.0,12.79,2.21,23.0,0.1,3.0,23.1,1775748005.2724
36.402,15.0,12.84,2.16,23.0,0.1,3.0,23.1,1775748005.2828
36.412,15.0,12.86,2.14,23.0,0.1,3.0,23.1,1775748005.2935
36.423,15.0,12.9,2.1,23.0,0.1,3.0,23.1,1775748005.3038
36.433,15.0,12.94,2.06,23.0,0.1,3.0,23.1,1775748005.3135
36.443,15.0,12.96,2.04,23.0,0.1,3.0,23.1,1775748005.3238
36.453,15.0,13.01,1.99,23.0,0.1,3.0,23.1,1775748005.334
36.463,15.0,13.04,1.96,23.0,0.1,3.0,23.1,1775748005.3444
36.474,15.0,13.08,1.92,23.0,0.1,3.0,23.1,1775748005.3549
36.484,15.0,13.1,1.9,23.0,0.1,3.0,23.1,1775748005.365
36.494,15.0,13.13,1.87,23.0,0.1,3.0,23.1,1775748005.3751
36.505,15.0,13.16,1.84,23.0,0.1,3.0,23.1,1775748005.3856
36.515,15.0,13.18,1.82,23.0,0.1,3.0,23.1,1775748005.3957
36.525,15.0,13.23,1.77,23.0,0.1,3.0,23.1,1775748005.4061
36.535,15.0,13.25,1.75,23.0,0.1,3.0,23.1,1775748005.4165
36.546,15.0,13.29,1.71,23.0,0.1,3.0,23.1,1775748005.4271
36.556,15.0,13.3,1.7,23.0,0.1,3.0,23.1,1775748005.4372
36.566,15.0,13.34,1.66,23.0,0.1,3.0,23.1,1775748005.4475
36.577,15.0,13.36,1.64,23.0,0.1,3.0,23.1,1775748005.4579
36.587,15.0,13.38,1.62,23.0,0.1,3.0,23.1,1775748005.4685
36.598,15.0,13.41,1.59,23.0,0.1,3.0,23.1,1775748005.4787
36.608,15.0,13.43,1.57,23.0,0.1,3.0,23.1,1775748005.4888
36.618,15.0,13.45,1.55,23.0,0.1,3.0,23.1,1775748005.499
36.628,15.0,13.46,1.54,23.0,0.1,3.0,23.1,1775748005.5092
36.639,15.0,13.47,1.53,23.0,0.1,3.0,23.1,1775748005.5198
36.649,15.0,13.49,1.51,23.0,0.1,3.0,23.1,1775748005.5299
36.659,15.0,13.5,1.5,23.0,0.1,3.0,23.1,1775748005.5405
36.67,15.0,13.53,1.47,23.0,0.1,3.0,23.1,1775748005.5508
36.68,15.0,13.54,1.46,23.0,0.1,3.0,23.1,1775748005.5613
36.69,15.0,13.57,1.43,23.0,0.1,3.0,23.1,1775748005.5714
36.701,15.0,13.57,1.43,23.0,0.1,3.0,23.1,1775748005.5818
36.711,15.0,13.58,1.42,23.0,0.1,3.0,23.1,1775748005.592
36.721,15.0,13.61,1.39,23.0,0.1,3.0,23.1,1775748005.6024
36.732,15.0,13.63,1.37,23.0,0.1,3.0,23.1,1775748005.6127
36.742,15.0,13.64,1.36,23.0,0.1,3.0,23.1,1775748005.623
36.752,15.0,13.65,1.35,23.0,0.1,3.0,23.1,1775748005.6331
36.762,15.0,13.65,1.35,23.0,0.1,3.0,23.1,1775748005.6432
36.772,15.0,13.66,1.34,23.0,0.1,3.0,23.1,1775748005.6537
36.783,15.0,13.66,1.34,23.0,0.1,3.0,23.1,1775748005.6636
36.793,15.0,13.66,1.34,23.0,0.1,3.0,23.1,1775748005.6737
36.803,15.0,13.68,1.32,23.0,0.1,3.0,23.1,1775748005.6838
36.813,15.0,13.68,1.32,23.0,0.1,3.0,23.1,1775748005.6945
36.824,15.0,13.69,1.31,23.0,0.1,3.0,23.1,1775748005.705
36.834,15.0,13.69,1.31,23.0,0.1,3.0,23.1,1775748005.7157
36.845,15.0,13.69,1.31,23.0,0.1,3.0,23.1,1775748005.7257
36.855,15.0,13.7,1.3,23.0,0.1,3.0,23.1,1775748005.7362
36.865,15.0,13.7,1.3,23.0,0.1,3.0,23.1,1775748005.7466
36.876,15.0,13.72,1.28,23.0,0.1,3.0,23.1,1775748005.7567
36.886,15.0,13.71,1.29,23.0,0.1,3.0,23.1,1775748005.7672
36.897,15.0,13.72,1.28,23.0,0.1,3.0,23.1,1775748005.778
36.907,15.0,13.72,1.28,23.0,0.1,3.0,23.1,1775748005.7878
36.917,15.0,13.72,1.28,23.0,0.1,3.0,23.1,1775748005.798
36.928,15.0,13.72,1.28,23.0,0.1,3.0,23.1,1775748005.8088
36.938,15.0,13.72,1.28,23.0,0.1,3.0,23.1,1775748005.8191
36.948,15.0,13.73,1.27,23.0,0.1,3.0,23.1,1775748005.8293
36.959,15.0,13.73,1.27,23.0,0.1,3.0,23.1,1775748005.8398
36.969,15.0,13.74,1.26,23.0,0.1,3.0,23.1,1775748005.85
36.979,15.0,13.74,1.26,23.0,0.1,3.0,23.1,1775748005.8601
36.989,15.0,13.74,1.26,23.0,0.1,3.0,23.1,1775748005.8706
37.0,15.0,13.74,1.26,23.0,0.1,3.0,23.1,1775748005.881
37.01,15.0,13.74,1.26,23.0,0.1,3.0,23.1,1775748005.8912
37.02,15.0,13.76,1.24,23.0,0.1,3.0,23.1,1775748005.9015
37.031,15.0,13.76,1.24,23.0,0.1,3.0,23.1,1775748005.9121
37.041,15.0,13.76,1.24,23.0,0.1,3.0,23.1,1775748005.9224
37.052,15.0,13.76,1.24,23.0,0.1,3.0,23.1,1775748005.9326
37.062,15.0,13.76,1.24,23.0,0.1,3.0,23.1,1775748005.9433
37.072,15.0,13.76,1.24,23.0,0.1,3.0,23.1,1775748005.9533
37.083,15.0,13.78,1.22,23.0,0.1,3.0,23.1,1775748005.9637
37.093,15.0,13.77,1.23,23.0,0.1,3.0,23.1,1775748005.9739
37.103,15.0,13.78,1.22,23.0,0.1,3.0,23.1,1775748005.9845
37.113,15.0,13.78,1.22,23.0,0.1,3.0,23.1,1775748005.9946
37.124,15.0,13.78,1.22,23.0,0.1,3.0,23.1,1775748006.0051
37.134,15.0,13.79,1.21,23.0,0.1,3.0,23.1,1775748006.0153
37.145,15.0,13.79,1.21,23.0,0.1,3.0,23.1,1775748006.0262
37.155,15.0,13.8,1.2,23.0,0.1,3.0,23.1,1775748006.0361
37.165,15.0,13.79,1.21,23.0,0.1,3.0,23.1,1775748006.0464
37.176,15.0,13.8,1.2,23.0,0.1,3.0,23.1,1775748006.0571
37.186,15.0,13.8,1.2,23.0,0.1,3.0,23.1,1775748006.0673
37.197,15.0,13.8,1.2,23.0,0.1,3.0,23.1,1775748006.0778
37.207,15.0,13.81,1.19,23.0,0.1,3.0,23.1,1775748006.0884
37.217,15.0,13.81,1.19,23.0,0.1,3.0,23.1,1775748006.0985
37.227,15.0,13.83,1.17,23.0,0.1,3.0,23.1,1775748006.1087
37.238,15.0,13.81,1.19,23.0,0.1,3.0,23.1,1775748006.1187
37.248,15.0,13.82,1.18,23.0,0.1,3.0,23.1,1775748006.129
37.258,15.0,13.82,1.18,23.0,0.1,3.0,23.1,1775748006.1392
37.268,15.0,13.82,1.18,23.0,0.1,3.0,23.1,1775748006.1492
37.278,15.0,13.83,1.17,23.0,0.1,3.0,23.1,1775748006.1591
37.288,15.0,13.83,1.17,23.0,0.1,3.0,23.1,1775748006.1694
37.298,15.0,13.84,1.16,23.0,0.1,3.0,23.1,1775748006.1795
37.309,15.0,13.84,1.16,23.0,0.1,3.0,23.1,1775748006.1899
37.319,15.0,13.84,1.16,23.0,0.1,3.0,23.1,1775748006.2006
37.33,15.0,13.84,1.16,23.0,0.1,3.0,23.1,1775748006.2108
37.34,15.0,13.84,1.16,23.0,0.1,3.0,23.1,1775748006.2211
37.35,15.0,13.85,1.15,23.0,0.1,3.0,23.1,1775748006.2311
37.36,15.0,13.85,1.15,23.0,0.1,3.0,23.1,1775748006.2412
37.371,15.0,13.86,1.14,23.0,0.1,3.0,23.1,1775748006.2518
37.381,15.0,13.86,1.14,23.0,0.1,3.0,23.1,1775748006.2661
37.391,15.0,13.86,1.14,23.0,0.1,3.0,23.1,1775748006.272
37.401,15.0,13.85,1.15,23.0,0.1,3.0,23.1,1775748006.2824
37.412,15.0,13.87,1.13,23.0,0.1,3.0,23.1,1775748006.2928
37.422,15.0,13.86,1.14,23.0,0.1,3.0,23.1,1775748006.3028
37.432,15.0,13.87,1.13,23.0,0.1,3.0,23.1,1775748006.3131
37.442,15.0,13.87,1.13,23.0,0.1,3.0,23.1,1775748006.3235
37.453,15.0,13.87,1.13,23.0,0.1,3.0,23.1,1775748006.3338
37.463,15.0,13.87,1.13,23.0,0.1,3.0,23.1,1775748006.344
37.473,15.0,13.87,1.13,23.0,0.1,3.0,23.1,1775748006.3545
37.483,15.0,13.89,1.11,23.0,0.1,3.0,23.1,1775748006.3647
37.494,15.0,13.88,1.12,23.0,0.1,3.0,23.1,1775748006.3747
37.504,15.0,13.9,1.1,23.0,0.1,3.0,23.1,1775748006.3851
37.514,15.0,13.89,1.11,23.0,0.1,3.0,23.1,1775748006.3953
37.525,15.0,13.89,1.11,23.0,0.1,3.0,23.1,1775748006.4056
37.535,15.0,13.89,1.11,23.0,0.1,3.0,23.1,1775748006.4166
37.546,15.0,13.89,1.11,23.0,0.1,3.0,23.1,1775748006.4265
37.556,15.0,13.91,1.09,23.0,0.1,3.0,23.1,1775748006.4372
37.566,15.0,13.9,1.1,23.0,0.1,3.0,23.1,1775748006.4476
37.577,15.0,13.91,1.09,23.0,0.1,3.0,23.1,1775748006.458
37.587,15.0,13.9,1.1,23.0,0.1,3.0,23.1,1775748006.4684
37.598,15.0,13.9,1.1,23.0,0.1,3.0,23.1,1775748006.4791
37.608,15.0,13.9,1.1,23.0,0.1,3.0,23.1,1775748006.489
37.618,15.0,13.91,1.09,23.0,0.1,3.0,23.1,1775748006.4996
37.629,15.0,13.92,1.08,23.0,0.1,3.0,23.1,1775748006.5099
37.639,15.0,13.92,1.08,23.0,0.1,3.0,23.1,1775748006.5202
37.649,15.0,13.93,1.07,23.0,0.1,3.0,23.1,1775748006.5304
37.66,15.0,13.92,1.08,23.0,0.1,3.0,23.1,1775748006.5412
37.671,15.0,13.92,1.08,23.0,0.1,3.0,23.1,1775748006.5518
37.681,15.0,13.92,1.08,23.0,0.1,3.0,23.1,1775748006.5622
37.692,15.0,13.94,1.06,23.0,0.1,3.0,23.1,1775748006.5728
37.702,15.0,13.93,1.07,23.0,0.1,3.0,23.1,1775748006.5832
37.712,15.0,13.95,1.05,23.0,0.1,3.0,23.1,1775748006.5936
37.723,15.0,13.94,1.06,23.0,0.1,3.0,23.1,1775748006.6042
37.733,15.0,13.93,1.07,23.0,0.1,3.0,23.1,1775748006.6142
37.743,15.0,13.93,1.07,23.0,0.1,3.0,23.1,1775748006.6243
37.754,15.0,13.94,1.06,23.0,0.1,3.0,23.1,1775748006.635
37.764,15.0,13.95,1.05,23.0,0.1,3.0,23.1,1775748006.645
37.774,15.0,13.95,1.05,23.0,0.1,3.0,23.1,1775748006.6552
37.785,15.0,13.96,1.04,23.0,0.1,3.0,23.1,1775748006.6658
37.795,15.0,13.95,1.05,23.0,0.1,3.0,23.1,1775748006.676
37.805,15.0,13.94,1.06,23.0,0.1,3.0,23.1,1775748006.6865
37.816,15.0,13.94,1.06,23.0,0.1,3.0,23.1,1775748006.6972
37.826,15.0,13.94,1.06,23.0,0.1,3.0,23.1,1775748006.707
37.836,15.0,13.96,1.04,23.0,0.1,3.0,23.1,1775748006.7173
37.846,15.0,13.95,1.05,23.0,0.1,3.0,23.1,1775748006.7276
37.857,15.0,13.96,1.04,23.0,0.1,3.0,23.1,1775748006.7377
37.866,15.0,13.95,1.05,23.0,0.1,3.0,23.1,1775748006.7476
37.877,15.0,13.94,1.06,23.0,0.1,3.0,23.1,1775748006.7581
37.887,15.0,13.95,1.05,23.0,0.1,3.0,23.1,1775748006.7685
37.898,15.0,13.95,1.05,23.0,0.1,3.0,23.1,1775748006.7789
37.908,15.0,13.97,1.03,23.0,0.1,3.0,23.1,1775748006.7891
37.918,15.0,13.96,1.04,23.0,0.1,3.0,23.1,1775748006.7991
37.928,15.0,13.97,1.03,23.0,0.1,3.0,23.1,1775748006.8096
37.939,15.0,13.96,1.04,23.0,0.1,3.0,23.1,1775748006.8202
37.949,15.0,13.96,1.04,23.0,0.1,3.0,23.1,1775748006.8303
37.959,15.0,13.97,1.03,23.0,0.1,3.0,23.1,1775748006.8404
37.97,15.0,13.96,1.04,23.0,0.1,3.0,23.1,1775748006.8512
37.98,15.0,13.98,1.02,23.0,0.1,3.0,23.1,1775748006.8613
37.991,15.0,13.97,1.03,23.0,0.1,3.0,23.1,1775748006.8716
38.001,15.0,13.97,1.03,23.0,0.1,3.0,23.1,1775748006.8824
38.012,15.0,13.97,1.03,23.0,0.1,3.0,23.1,1775748006.8926
38.022,15.0,13.98,1.02,23.0,0.1,3.0,23.1,1775748006.9028
38.032,15.0,13.98,1.02,23.0,0.1,3.0,23.1,1775748006.9132
38.042,15.0,13.99,1.01,23.0,0.1,3.0,23.1,1775748006.9233
38.053,15.0,13.98,1.02,23.0,0.1,3.0,23.1,1775748006.9339
38.063,15.0,13.98,1.02,23.0,0.1,3.0,23.1,1775748006.944
38.073,15.0,13.98,1.02,23.0,0.1,3.0,23.1,1775748006.9543
38.083,15.0,13.97,1.03,23.0,0.1,3.0,23.1,1775748006.9643
38.093,15.0,13.99,1.01,23.0,0.1,3.0,23.1,1775748006.9744
38.103,15.0,13.99,1.01,23.0,0.1,3.0,23.1,1775748006.9845
38.113,15.0,14.0,1.0,23.0,0.1,3.0,23.1,1775748006.9947
38.124,15.0,13.99,1.01,23.0,0.1,3.0,23.1,1775748007.005
38.134,15.0,13.99,1.01,23.0,0.1,3.0,23.1,1775748007.0153
38.145,15.0,13.99,1.01,23.0,0.1,3.0,23.1,1775748007.0257
38.155,15.0,13.99,1.01,23.0,0.1,3.0,23.1,1775748007.0361
38.165,15.0,14.0,1.0,23.0,0.1,3.0,23.1,1775748007.0466
38.176,15.0,14.0,1.0,23.0,0.1,3.0,23.1,1775748007.0571
38.187,15.0,14.01,0.99,23.0,0.1,3.0,23.1,1775748007.0679
38.197,15.0,14.0,1.0,23.0,0.1,3.0,23.1,1775748007.078
38.207,15.0,14.0,1.0,23.0,0.1,3.0,23.1,1775748007.0882
38.218,15.0,14.0,1.0,23.0,0.1,3.0,23.1,1775748007.0989
38.228,15.0,13.99,1.01,23.0,0.1,3.0,23.1,1775748007.109
38.238,15.0,14.01,0.99,23.0,0.1,3.0,23.1,1775748007.1194
38.248,15.0,14.01,0.99,23.0,0.1,3.0,23.1,1775748007.1294
38.259,15.0,14.02,0.98,23.0,0.1,3.0,23.1,1775748007.14
38.269,15.0,14.01,0.99,23.0,0.1,3.0,23.1,1775748007.1503
38.279,15.0,14.01,0.99,23.0,0.1,3.0,23.1,1775748007.1604
38.29,15.0,14.0,1.0,23.0,0.1,3.0,23.1,1775748007.171
38.3,15.0,14.0,1.0,23.0,0.1,3.0,23.1,1775748007.1816
38.311,15.0,14.02,0.98,23.0,0.1,3.0,23.1,1775748007.192
38.321,15.0,14.02,0.98,23.0,0.1,3.0,23.1,1775748007.2021
38.331,15.0,14.03,0.97,23.0,0.1,3.0,23.1,1775748007.2121
38.341,15.0,14.02,0.98,23.0,0.1,3.0,23.1,1775748007.2223
38.352,15.0,14.01,0.99,23.0,0.1,3.0,23.1,1775748007.2328
38.362,15.0,14.01,0.99,23.0,0.1,3.0,23.1,1775748007.2434
38.372,15.0,14.03,0.97,23.0,0.1,3.0,23.1,1775748007.2534
38.383,15.0,14.03,0.97,23.0,0.1,3.0,23.1,1775748007.264
38.394,15.0,14.04,0.96,23.0,0.1,3.0,23.1,1775748007.2747
38.404,15.0,14.03,0.97,23.0,0.1,3.0,23.1,1775748007.2851
38.414,15.0,14.02,0.98,23.0,0.1,3.0,23.1,1775748007.2953
38.424,15.0,14.02,0.98,23.0,0.1,3.0,23.1,1775748007.3056
38.435,15.0,14.02,0.98,23.0,0.1,3.0,23.1,1775748007.3158
38.445,15.0,14.05,0.95,23.0,0.1,3.0,23.1,1775748007.3261
38.455,15.0,14.04,0.96,23.0,0.1,3.0,23.1,1775748007.3366
38.466,15.0,14.05,0.95,23.0,0.1,3.0,23.1,1775748007.347
38.476,15.0,14.04,0.96,23.0,0.1,3.0,23.1,1775748007.3573
38.486,15.0,14.04,0.96,23.0,0.1,3.0,23.1,1775748007.3677
38.497,15.0,14.04,0.96,23.0,0.1,3.0,23.1,1775748007.3777
38.507,15.0,14.04,0.96,23.0,0.1,3.0,23.1,1775748007.388
38.517,15.0,14.06,0.94,23.0,0.1,3.0,23.1,1775748007.3985
38.527,15.0,14.05,0.95,23.0,0.1,3.0,23.1,1775748007.4083
38.537,15.0,14.06,0.94,23.0,0.1,3.0,23.1,1775748007.4185
38.548,15.0,14.05,0.95,23.0,0.1,3.0,23.1,1775748007.4286
38.558,15.0,14.05,0.95,23.0,0.1,3.0,23.1,1775748007.4388
38.568,15.0,14.05,0.95,23.0,0.1,3.0,23.1,1775748007.4492
38.578,15.0,14.05,0.95,23.0,0.1,3.0,23.1,1775748007.4594
38.588,15.0,14.07,0.93,23.0,0.1,3.0,23.1,1775748007.4696
38.599,15.0,14.06,0.94,23.0,0.1,3.0,23.1,1775748007.48
38.609,15.0,14.07,0.93,23.0,0.1,3.0,23.1,1775748007.4902
38.619,15.0,14.06,0.94,23.0,0.1,3.0,23.1,1775748007.5006
38.63,15.0,14.06,0.94,23.0,0.1,3.0,23.1,1775748007.5107
38.64,15.0,14.06,0.94,23.0,0.1,3.0,23.1,1775748007.5215
38.651,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.5316
38.661,15.0,14.07,0.93,23.0,0.1,3.0,23.1,1775748007.5419
38.671,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.5521
38.681,15.0,14.07,0.93,23.0,0.1,3.0,23.1,1775748007.5624
38.691,15.0,14.07,0.93,23.0,0.1,3.0,23.1,1775748007.5726
38.701,15.0,14.07,0.93,23.0,0.1,3.0,23.1,1775748007.5826
38.712,15.0,14.07,0.93,23.0,0.1,3.0,23.1,1775748007.5928
38.722,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.603
38.732,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.6131
38.742,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.6234
38.753,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.637
38.763,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.6441
38.773,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.6546
38.784,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.6647
38.794,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.675
38.804,15.0,14.07,0.93,23.0,0.1,3.0,23.1,1775748007.6852
38.814,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.6954
38.825,15.0,14.07,0.93,23.0,0.1,3.0,23.1,1775748007.706
38.835,15.0,14.07,0.93,23.0,0.1,3.0,23.1,1775748007.7162
38.845,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.7265
38.856,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.7368
38.866,15.0,14.1,0.9,23.0,0.1,3.0,23.1,1775748007.7472
38.876,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.7575
38.886,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.7675
38.897,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.7781
38.907,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.7884
38.918,15.0,14.1,0.9,23.0,0.1,3.0,23.1,1775748007.7986
38.928,15.0,14.1,0.9,23.0,0.1,3.0,23.1,1775748007.8088
38.938,15.0,14.11,0.89,23.0,0.1,3.0,23.1,1775748007.8192
38.948,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.8291
38.958,15.0,14.1,0.9,23.0,0.1,3.0,23.1,1775748007.8395
38.969,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.8501
38.979,15.0,14.08,0.92,23.0,0.1,3.0,23.1,1775748007.8604
38.99,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.8708
39.0,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.8813
39.01,15.0,14.1,0.9,23.0,0.1,3.0,23.1,1775748007.8913
39.02,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.9013
39.03,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.9112
39.041,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.9218
39.051,15.0,14.1,0.9,23.0,0.1,3.0,23.1,1775748007.9319
39.061,15.0,14.1,0.9,23.0,0.1,3.0,23.1,1775748007.9425
39.072,15.0,14.11,0.89,23.0,0.1,3.0,23.1,1775748007.9528
39.082,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.9632
39.092,15.0,14.1,0.9,23.0,0.1,3.0,23.1,1775748007.9735
39.102,15.0,14.1,0.9,23.0,0.1,3.0,23.1,1775748007.9836
39.113,15.0,14.09,0.91,23.0,0.1,3.0,23.1,1775748007.9937
